JobID,Title,Company,Location,Skills Required
341,Cybersecurity Specialist,CodeCatalyst,Chennai,"scrum, mobile development"
342,UI/UX Designer,AppWorks,Lucknow,"data mining, computer vision"
343,Frontend Developer,NeuralSoft,Nagpur,"ruby, devops"
344,Site Reliability Engineer,AppWorks,Mumbai,"big data, deep learning, sap"
345,Technical Writer,InnoTech,Indore,"blockchain, c++"
346,Site Reliability Engineer,ByteCraft,Indore,"natural language processing, performance tuning, microsoft azure"
347,Frontend Developer,SoftSphere,Chandigarh,"php, typescript, data visualization"
348,Blockchain Developer,CloudMatrix,Pune,"virtual reality, c++, big data"
349,Blockchain Developer,Visionary Labs,Mumbai,"networking, web scraping"
350,DevOps Engineer,CodeCatalyst,Jaipur,"linux, artificial intelligence"
351,Technical Writer,AppWorks,Mumbai,"machine learning, google cloud platform, microsoft azure"
352,Technical Writer,CodeCatalyst,Chennai,"flutter, java"
353,Blockchain Developer,InnoTech,Visakhapatnam,"nlp, react, performance tuning"
354,Cloud Architect,AppWorks,Chennai,"c#, css"
355,Cloud Architect,InnoTech,Visakhapatnam,"typescript, amazon web services, cybersecurity"
356,Cloud Architect,InnoTech,Nagpur,"swift, sql, kotlin"
357,Database Administrator,AppWorks,Visakhapatnam,"computer vision, data mining, cloud computing"
358,DevOps Engineer,QuantumCore,Indore,"kanban, vue.js, dart"
359,Product Manager,QuantumCore,Jaipur,"google cloud platform, react native, blockchain"
360,Technical Writer,InnoTech,Jaipur,"css, virtual reality"
361,DevOps Engineer,CloudMatrix,Chandigarh,"web scraping, angular, performance tuning"
362,Database Administrator,DataNexus,Indore,"salesforce, cloud computing"
363,UI/UX Designer,InnoTech,Indore,"mobile development, kanban, artificial intelligence"
364,DevOps Engineer,SoftSphere,Visakhapatnam,"typescript, docker"
365,Blockchain Developer,Visionary Labs,Chennai,"c#, typescript, kanban"
366,Mobile App Developer,InnoTech,Ahmedabad,"natural language processing, ruby, scrum"
367,Database Administrator,CodeCatalyst,Jaipur,"salesforce, database management"
368,DevOps Engineer,ByteCraft,Mumbai,"vue.js, dart, react native"
369,Cybersecurity Specialist,SoftSphere,Pune,"ruby, html"
370,Mobile App Developer,AppWorks,Jaipur,"c#, linux, big data"
371,UI/UX Designer,DataNexus,Jaipur,"javascript, c++"
372,IT Support Specialist,QuantumCore,Chandigarh,"javascript, natural language processing, php"
373,Frontend Developer,ByteCraft,Visakhapatnam,"product management, cloud computing, google cloud platform"
374,Data Analyst,CloudMatrix,Nagpur,"cybersecurity, dart, deep learning"
375,Product Manager,DataNexus,Chennai,"oracle, kotlin"
376,AI Researcher,AppWorks,Jaipur,"sap, typescript"
377,IT Support Specialist,ByteCraft,Chandigarh,"vue.js, flutter, data analysis"
378,Cybersecurity Specialist,CloudMatrix,Chandigarh,"sap, dart, database management"
379,Product Manager,InnoTech,Visakhapatnam,"virtual reality, machine learning, kubernetes"
380,Data Analyst,AppWorks,Mumbai,"java, data analysis"
381,Frontend Developer,ByteCraft,Nagpur,"typescript, flutter"
382,Site Reliability Engineer,ByteCraft,Chandigarh,"restful apis, data analysis"
383,Blockchain Developer,AppWorks,Jaipur,"data analysis, cloud computing, react"
384,Cybersecurity Specialist,InnoTech,Pune,"docker, salesforce, java"
385,DevOps Engineer,SoftSphere,Jaipur,"html, web scraping"
386,Site Reliability Engineer,InnoTech,Pune,"automation, ruby, kotlin"
387,Cybersecurity Specialist,AppWorks,Pune,"c++, natural language processing"
388,Product Manager,DataNexus,Lucknow,"big data, restful apis"
389,Cybersecurity Specialist,DataNexus,Jaipur,"web scraping, javascript"
390,Database Administrator,DataNexus,Mumbai,"augmented reality, data analysis"
391,Data Analyst,Visionary Labs,Visakhapatnam,"graphql, machine learning"
392,UI/UX Designer,AppWorks,Indore,"typescript, c#"
393,Cybersecurity Specialist,NeuralSoft,Mumbai,"git, agile methodology"
394,Product Manager,QuantumCore,Nagpur,"angular, javascript"
395,Cloud Architect,CloudMatrix,Indore,"node.js, restful apis, devops"
396,Mobile App Developer,InnoTech,Jaipur,"kanban, machine learning, augmented reality"
397,Technical Writer,DataNexus,Chennai,"virtual reality, dart"
398,Blockchain Developer,QuantumCore,Mumbai,"natural language processing, big data"
399,Mobile App Developer,SoftSphere,Chandigarh,"data analysis, git, sql"
400,Mobile App Developer,Visionary Labs,Mumbai,"linux, python"
401,DevOps Engineer,NeuralSoft,Mumbai,"redux, natural language processing"
402,Product Manager,CodeCatalyst,Chandigarh,"virtual reality, mongodb, amazon web services"
403,UI/UX Designer,ByteCraft,Chennai,"css, testing, flutter"
404,Technical Writer,QuantumCore,Lucknow,"react native, ui/ux design"
405,Database Administrator,ByteCraft,Chennai,"data analysis, agile methodology, react native"
406,Data Analyst,Visionary Labs,Chandigarh,"ml, vue.js, networking"
407,Mobile App Developer,QuantumCore,Ahmedabad,"mobile development, angular, angular"
408,Site Reliability Engineer,QuantumCore,Chandigarh,"windows server, big data"
409,Cybersecurity Specialist,ByteCraft,Chandigarh,"database management, angular, big data"
410,Frontend Developer,AppWorks,Nagpur,"dart, kotlin, linux"
411,UI/UX Designer,ByteCraft,Jaipur,"performance tuning, python, nlp"
412,Mobile App Developer,NeuralSoft,Chennai,"kanban, deep learning"
413,AI Researcher,SoftSphere,Jaipur,"deep learning, artificial intelligence"
414,Cybersecurity Specialist,Visionary Labs,Indore,"data mining, networking"
415,Mobile App Developer,CloudMatrix,Visakhapatnam,"typescript, html"
416,Product Manager,InnoTech,Mumbai,"flutter, kanban, big data"
417,Site Reliability Engineer,CodeCatalyst,Chandigarh,"python, linux"
418,Database Administrator,SoftSphere,Mumbai,"flutter, agile methodology"
419,Cloud Architect,SoftSphere,Lucknow,"artificial intelligence, php, performance tuning"
420,UI/UX Designer,InnoTech,Ahmedabad,"flutter, oracle, blockchain"
421,Technical Writer,ByteCraft,Chandigarh,"vue.js, ml"
422,Data Analyst,ByteCraft,Ahmedabad,"nlp, natural language processing, php"
423,Data Analyst,NeuralSoft,Indore,"linux, typescript, css"
424,Data Analyst,DataNexus,Nagpur,"angular, graphql, kotlin"
425,DevOps Engineer,DataNexus,Chandigarh,"mongodb, oracle"
426,Product Manager,QuantumCore,Chennai,"ml, angular"
427,Mobile App Developer,InnoTech,Nagpur,"windows server, big data"
428,Blockchain Developer,QuantumCore,Nagpur,"product management, dart, angular"
429,Product Manager,DataNexus,Chennai,"sap, angular"
430,Blockchain Developer,SoftSphere,Chennai,"networking, cybersecurity"
431,Data Analyst,AppWorks,Jaipur,"react, docker"
432,Cybersecurity Specialist,ByteCraft,Indore,"amazon web services, flutter"
433,Cybersecurity Specialist,Visionary Labs,Visakhapatnam,"lean, ruby"
434,DevOps Engineer,Visionary Labs,Ahmedabad,"c#, internet of things"
435,Data Analyst,AppWorks,Indore,"html, javascript"
436,Data Analyst,ByteCraft,Visakhapatnam,"graphql, windows server"
437,Database Administrator,InnoTech,Mumbai,"amazon web services, scrum, database management"
438,Blockchain Developer,AppWorks,Mumbai,"sql, nlp, internet of things"
439,Frontend Developer,ByteCraft,Indore,"c#, oracle"
440,Technical Writer,Visionary Labs,Jaipur,"data visualization, automation, blockchain"
441,Mobile App Developer,InnoTech,Lucknow,"kotlin, sql"
442,Database Administrator,DataNexus,Nagpur,"typescript, scrum, mongodb"
443,Product Manager,CloudMatrix,Visakhapatnam,"testing, lean"
444,AI Researcher,QuantumCore,Visakhapatnam,"vue.js, cloud computing, devops"
445,Mobile App Developer,SoftSphere,Chennai,"vue.js, kotlin"
446,Data Analyst,CodeCatalyst,Chandigarh,"machine learning, automation"
447,IT Support Specialist,Visionary Labs,Ahmedabad,"database management, data analysis"
448,Technical Writer,InnoTech,Visakhapatnam,"c++, html"
449,IT Support Specialist,DataNexus,Chennai,"graphql, web scraping"
450,Site Reliability Engineer,CodeCatalyst,Chennai,"ruby, sap, ml"
451,Mobile App Developer,CodeCatalyst,Visakhapatnam,"internet of things, angular, database management"
452,IT Support Specialist,ByteCraft,Nagpur,"machine learning, natural language processing, data mining"
453,DevOps Engineer,NeuralSoft,Indore,"c#, sap"
454,Technical Writer,InnoTech,Indore,"microsoft azure, big data, product management"
455,IT Support Specialist,CloudMatrix,Nagpur,"nlp, node.js"
456,Site Reliability Engineer,QuantumCore,Indore,"oracle, nlp, computer vision"
457,Cloud Architect,NeuralSoft,Lucknow,"react, virtual reality"
458,Mobile App Developer,ByteCraft,Ahmedabad,"artificial intelligence, oracle"
459,AI Researcher,Visionary Labs,Nagpur,"git, swift"
460,Data Analyst,CodeCatalyst,Visakhapatnam,"data analysis, css, artificial intelligence"
461,Technical Writer,Visionary Labs,Pune,"windows server, dart"
462,Product Manager,Visionary Labs,Pune,"javascript, computer vision, typescript"
463,Site Reliability Engineer,ByteCraft,Chandigarh,"windows server, kanban, angular"
464,UI/UX Designer,SoftSphere,Chennai,"product management, nlp, networking"
465,Blockchain Developer,ByteCraft,Indore,"c#, php, scrum"
466,Cybersecurity Specialist,CloudMatrix,Visakhapatnam,"linux, cloud computing, kubernetes"
467,Product Manager,CloudMatrix,Pune,"data visualization, image processing"
468,Technical Writer,ByteCraft,Lucknow,"performance tuning, image processing, google cloud platform"
469,DevOps Engineer,CodeCatalyst,Mumbai,"windows server, agile methodology"
470,Cloud Architect,CloudMatrix,Indore,"python, machine learning"
471,AI Researcher,DataNexus,Pune,"mongodb, linux, kanban"
472,IT Support Specialist,CodeCatalyst,Chandigarh,"sap, html"
473,UI/UX Designer,AppWorks,Indore,"sql, image processing"
474,DevOps Engineer,NeuralSoft,Visakhapatnam,"web scraping, vue.js"
475,Data Analyst,SoftSphere,Chennai,"vue.js, docker, testing"
476,IT Support Specialist,QuantumCore,Ahmedabad,"deep learning, performance tuning, devops"
477,IT Support Specialist,DataNexus,Nagpur,"database management, automation"
478,Mobile App Developer,ByteCraft,Jaipur,"linux, cybersecurity, amazon web services"
479,IT Support Specialist,SoftSphere,Chandigarh,"flutter, linux"
480,DevOps Engineer,Visionary Labs,Chandigarh,"css, product management, flutter"
481,Frontend Developer,InnoTech,Nagpur,"microsoft azure, database management"
482,Blockchain Developer,DataNexus,Pune,"testing, data visualization, flutter"
483,AI Researcher,AppWorks,Nagpur,"ml, sql"
484,Technical Writer,SoftSphere,Chennai,"agile methodology, deep learning, machine learning"
485,AI Researcher,NeuralSoft,Nagpur,"css, git"
486,Technical Writer,QuantumCore,Nagpur,"oracle, sql, graphql"
487,Mobile App Developer,CodeCatalyst,Mumbai,"node.js, ruby"
488,Technical Writer,SoftSphere,Indore,"c#, internet of things"
489,UI/UX Designer,ByteCraft,Lucknow,"kanban, c#"
490,AI Researcher,DataNexus,Jaipur,"typescript, internet of things, agile project management"
491,Cybersecurity Specialist,CloudMatrix,Visakhapatnam,"ruby, data mining, web scraping"
492,Mobile App Developer,Visionary Labs,Ahmedabad,"data mining, javascript"
493,Mobile App Developer,AppWorks,Lucknow,"php, html"
494,Cybersecurity Specialist,CloudMatrix,Jaipur,"agile project management, data analysis"
495,Blockchain Developer,CloudMatrix,Ahmedabad,"deep learning, graphql"
496,Frontend Developer,CodeCatalyst,Nagpur,"java, php, data mining"
497,Site Reliability Engineer,CloudMatrix,Indore,"data visualization, amazon web services, kubernetes"
498,Cloud Architect,QuantumCore,Visakhapatnam,"nlp, typescript, amazon web services"
499,Frontend Developer,ByteCraft,Indore,"ruby, artificial intelligence, automation"
500,Technical Writer,ByteCraft,Nagpur,"flutter, salesforce"
501,Technical Writer,CodeCatalyst,Chennai,"performance tuning, machine learning, angular"
502,Site Reliability Engineer,AppWorks,Ahmedabad,"blockchain, flutter, ruby"
503,Technical Writer,NeuralSoft,Chandigarh,"lean, php"
504,Product Manager,ByteCraft,Nagpur,"salesforce, machine learning, node.js"
505,Site Reliability Engineer,CloudMatrix,Jaipur,"swift, automation, linux"
506,UI/UX Designer,CloudMatrix,Nagpur,"graphql, agile project management"
507,UI/UX Designer,QuantumCore,Jaipur,"automation, ruby, php"
508,Blockchain Developer,InnoTech,Jaipur,"vue.js, c++"
509,Frontend Developer,CodeCatalyst,Mumbai,"image processing, deep learning"
510,DevOps Engineer,CodeCatalyst,Pune,"angular, database management"
511,Site Reliability Engineer,AppWorks,Visakhapatnam,"typescript, git"
512,AI Researcher,InnoTech,Jaipur,"data visualization, lean, oracle"
513,Database Administrator,CloudMatrix,Jaipur,"git, microsoft azure, ml"
514,IT Support Specialist,SoftSphere,Indore,"angular, agile project management, graphql"
515,Database Administrator,InnoTech,Chennai,"artificial intelligence, git"
516,Database Administrator,ByteCraft,Indore,"docker, database management"
517,Data Analyst,CloudMatrix,Ahmedabad,"typescript, c#"
518,Cloud Architect,CloudMatrix,Indore,"machine learning, sql"
519,DevOps Engineer,CloudMatrix,Mumbai,"product management, flutter"
520,Frontend Developer,CodeCatalyst,Indore,"lean, typescript"
